idx,label
420,1
421,1
422,0
423,1
424,0
425,0
426,1
427,0
428,0
429,0
430,1
431,0
432,1
433,1
434,1
435,1
436,1
437,0
438,0
439,1
440,0
441,0
442,1
443,0
444,0
445,1
446,0
447,1
448,0
449,1
450,1
451,0
452,1
453,1
454,1
455,0
456,1
457,0
458,0
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,0
467,1
468,1
469,0
470,0
471,0
472,1
473,0
474,1
475,0
476,0
477,0
478,0
479,1
480,0
481,0
482,1
483,1
484,0
485,1
486,1
487,0
488,0
489,1
490,0
491,1
492,1
493,1
494,0
495,0
496,1
497,0
498,1
499,0
500,1
501,1
502,1
503,0
504,0
505,1
506,1
507,1
508,0
509,1
510,1
511,0
512,1
513,1
514,0
515,0
516,0
517,1
518,1
519,1
520,0
521,1
522,0
523,0
524,1
525,1
526,1
527,0
528,0
529,1
530,0
531,0
532,1
533,1
534,1
535,0
536,1
537,0
538,0
539,1
540,0
541,0
542,0
543,1
544,1
545,1
546,1
547,0
548,0
549,0
550,1
551,1
552,1
553,1
554,0
555,0
556,0
557,1
558,0
559,0
560,1
561,0
562,0
563,0
564,0
565,1
566,0
567,0
568,1
569,1
570,0
571,1
572,0
573,0
574,0
575,0
576,1
577,0
578,1
579,1
580,1
581,0
582,0
583,0
584,0
585,1
586,1
587,1
588,1
589,0
590,1
591,0
592,0
593,1
594,1
595,0
596,1
597,1
598,1
599,0
600,0
601,0
602,1
603,0
604,0
605,0
606,0
607,1
608,0
609,1
610,0
611,0
612,1
613,1
614,1
615,0
616,1
617,0
618,1
619,0
620,1
621,1
622,1
623,0
624,0
625,1
626,0
627,0
628,0
629,0
630,1
631,0
632,0
633,1
634,0
635,0
636,1
637,1
638,0
639,0
640,0
641,1
642,1
643,0
644,1
645,1
646,0
647,1
648,1
649,0
650,1
651,0
652,1
653,1
654,0
655,0
656,0
657,0
658,0
659,1
660,1
661,1
662,0
663,1
664,1
665,1
666,1
667,0
668,1
669,1
670,1
671,1
672,1
673,1
674,0
675,0
676,0
677,1
678,0
679,1
680,0
681,1
682,1
683,0
684,1
685,0
686,0
687,1
688,1
689,1
690,0
691,1
692,1
693,1
694,1
695,0
696,1
697,0
698,0
699,0
700,0
701,0
702,0
703,1
704,1
705,0
706,1
707,0
708,0
709,0
710,1
711,0
712,1
713,0
714,1
715,1
716,1
717,1
718,0
719,1
720,1
721,0
722,0
723,0
724,0
725,0
726,1
727,1
728,1
729,1
730,1
731,0
732,1
733,0
734,1
735,0
736,1
737,0
738,0
739,0
740,1
741,1
742,1
743,1
744,0
745,1
746,1
747,0
748,1
749,1
750,0
751,0
752,1
753,1
754,1
755,1
756,1
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,1
765,1
766,1
767,1
768,1
769,0
770,0
771,0
772,1
773,0
774,1
775,1
776,1
777,1
778,0
779,0
780,0
781,1
782,1
783,0
784,1
785,1
786,1
787,0
788,1
789,1
790,1
791,0
792,0
793,1
794,1
795,0
796,1
797,0
798,1
799,0
800,1
801,1
802,1
803,1
804,1
805,0
806,0
807,0
808,1
809,0
810,1
811,1
812,0
813,0
814,0
815,1
816,0
817,1
818,1
819,1
820,1
821,1
822,0
823,1
824,0
825,1
826,1
827,0
828,0
829,0
830,1
831,1
832,0
833,1
834,0
835,0
836,1
837,1
838,1
839,0
840,0
841,1
842,0
843,1
844,1
845,1
846,1
847,0
848,1
849,0
850,1
851,1
852,0
853,1
854,1
855,0
856,0
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,0
865,1
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,1
874,1
875,1
876,0
877,1
878,1
879,0
880,1
881,1
882,0
883,0
884,0
885,1
886,1
887,1
888,0
889,1
890,1
891,1
892,1
893,0
894,0
895,1
896,1
897,0
898,0
899,0
900,1
901,1
902,1
903,0
904,1
905,0
906,1
907,1
908,1
909,1
910,0
911,1
912,0
913,0
914,1
915,0
916,1
917,1
918,1
919,0
920,0
921,0
922,0
923,0
924,1
925,1
926,1
927,1
928,0
929,0
930,1
931,0
932,0
933,1
934,0
935,0
936,1
937,0
938,1
939,1
940,0
941,0
942,1
943,0
944,1
945,0
946,1
947,1
948,1
949,0
950,1
951,0
952,1
953,0
954,0
955,1
956,1
957,1
958,0
959,0
960,0
961,1
962,1
963,1
964,0
965,1
966,1
967,0
968,0
969,1
970,0
971,1
972,0
973,0
974,1
975,1
976,1
977,1
978,1
979,0
980,0
981,1
982,0
983,0
984,0
985,1
986,1
987,1
988,1
989,0
990,1
991,0
992,0
993,1
994,1
995,0
996,1
997,1
998,0
999,0
1000,1
1001,0
1002,0
1003,1
1004,1
1005,0
1006,0
1007,1
1008,1
1009,0
1010,1
1011,1
1012,0
1013,1
1014,0
1015,1
1016,1
1017,1
1018,1
1019,0
1020,0
1021,1
1022,1
1023,0
1024,1
1025,0
1026,1
1027,1
1028,1
1029,0
1030,1
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,1
1038,1
1039,1
1040,0
1041,1
1042,1
1043,1
1044,1
1045,1
1046,0
1047,1
1048,1
1049,1
1050,1
1051,0
1052,1
1053,0
1054,0
1055,1
1056,1
1057,0
1058,1
1059,0
1060,0
1061,0
1062,1
1063,0
1064,0
1065,0
1066,0
1067,1
1068,0
1069,0
1070,1
1071,0
1072,0
1073,0
1074,0
1075,0
1076,1
1077,0
1078,1
1079,0
1080,0
1081,1
1082,1
1083,1
1084,1
1085,1
1086,0
1087,1
1088,0
1089,1
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,1
1097,0
1098,1
1099,1
1100,0
1101,0
1102,1
1103,0
1104,0
1105,1
1106,1
1107,1
1108,1
1109,0
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,0
1117,1
1118,1
1119,0
1120,0
1121,0
1122,0
1123,1
1124,1
1125,0
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,0
1135,0
1136,0
1137,1
1138,0
1139,1
1140,0
1141,0
1142,1
1143,0
1144,0
1145,0
1146,1
1147,0
1148,0
1149,1
1150,1
1151,0
1152,0
1153,0
1154,0
1155,0
1156,1
1157,0
1158,1
1159,0
1160,1
1161,1
1162,1
1163,1
1164,0
1165,0
1166,1
1167,0
1168,1
1169,1
1170,1
1171,0
1172,1
1173,1
1174,0
1175,1
1176,0
1177,0
1178,0
1179,1
1180,0
1181,1
1182,1
1183,1
1184,1
1185,0
1186,1
1187,0
1188,0
1189,1
1190,0
1191,1
1192,1
1193,0
1194,1
1195,1
1196,1
1197,0
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,1
1206,1
1207,0
1208,1
1209,0
1210,0
1211,0
1212,0
1213,0
1214,1
1215,0
1216,1
1217,1
1218,1
1219,1
1220,0
1221,0
1222,0
1223,1
1224,0
1225,0
1226,0
1227,0
1228,1
1229,1
1230,0
1231,1
1232,0
1233,0
1234,0
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,0
1243,1
1244,1
1245,1
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,1
1254,1
1255,0
1256,0
1257,0
1258,1
1259,1
1260,0
1261,0
1262,0
1263,1
1264,1
1265,1
1266,0
1267,0
1268,1
1269,0
1270,0
1271,1
1272,0
1273,0
1274,1
1275,1
1276,0
1277,0
1278,1
1279,1
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,1
1287,1
1288,1
1289,1
1290,0
1291,1
1292,1
1293,0
1294,0
1295,1
1296,1
1297,1
1298,0
1299,0
1300,1
1301,1
1302,0
1303,0
1304,0
1305,1
1306,1
1307,1
1308,1
1309,0
1310,1
1311,0
1312,0
1313,0
1314,1
1315,0
1316,0
1317,0
1318,0
1319,0
1320,1
1321,0
1322,1
1323,0
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,0
1331,1
1332,0
1333,1
1334,1
1335,1
1336,1
1337,0
1338,1
1339,1
1340,1
1341,1
1342,0
1343,1
1344,0
1345,0
1346,1
1347,0
1348,0
1349,1
1350,0
1351,0
1352,0
1353,0
1354,1
1355,0
1356,1
1357,1
1358,1
1359,0
1360,1
1361,1
1362,0
1363,0
1364,0
1365,1
1366,0
1367,0
1368,1
1369,1
1370,1
1371,0
1372,0
1373,0
1374,0
1375,1
1376,0
1377,1
1378,1
1379,0
1380,1
1381,1
1382,0
1383,0
1384,1
1385,1
1386,0
1387,1
1388,0
1389,0
1390,0
1391,0
1392,1
1393,1
1394,0
1395,1
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,0
1410,0
1411,0
1412,0
1413,1
1414,0
1415,0
1416,0
1417,1
1418,0
1419,1
1420,1
1421,1
1422,0
1423,1
1424,0
1425,1
1426,0
1427,0
1428,0
1429,1
1430,1
1431,0
1432,1
1433,1
1434,0
1435,0
1436,0
1437,1
1438,0
1439,0
1440,1
1441,0
1442,1
1443,0
1444,0
1445,1
1446,0
1447,1
1448,1
1449,0
1450,1
1451,0
1452,1
1453,0
1454,1
1455,0
1456,0
1457,1
1458,0
1459,1
1460,1
1461,0
1462,1
1463,1
1464,0
1465,0
1466,0
1467,1
1468,1
1469,0
1470,0
1471,1
1472,1
1473,0
1474,1
1475,0
1476,1
1477,0
1478,1
1479,1
1480,1
1481,1
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,1
1491,1
1492,0
1493,1
1494,0
1495,1
1496,1
1497,0
1498,1
1499,1
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,1
1507,1
1508,1
1509,1
1510,1
1511,0
1512,1
1513,0
1514,0
1515,0
1516,0
1517,1
1518,1
1519,1
1520,1
1521,0
1522,0
1523,1
1524,0
1525,0
1526,1
1527,1
1528,1
1529,1
1530,0
1531,0
1532,0
1533,0
1534,0
1535,1
1536,0
1537,1
1538,1
1539,1
1540,1
1541,0
1542,0
1543,0
1544,0
1545,0
1546,1
1547,1
1548,1
1549,1
1550,0
1551,1
1552,0
1553,0
1554,0
1555,1
1556,0
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,0
1564,0
1565,0
1566,0
1567,0
1568,1
1569,0
1570,0
1571,1
1572,0
1573,0
1574,0
1575,1
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,1
1583,0
1584,0
1585,0
1586,1
1587,0
1588,1
1589,0
1590,1
1591,1
1592,1
1593,1
1594,0
1595,0
1596,0
1597,1
1598,1
1599,1
1600,0
1601,1
1602,0
1603,1
1604,0
1605,1
1606,0
1607,0
1608,1
1609,0
1610,1
1611,1
1612,1
1613,1
1614,0
1615,0
1616,1
1617,0
1618,0
1619,1
1620,0
1621,0
1622,1
1623,1
1624,1
1625,0
1626,0
1627,1
1628,0
1629,0
1630,1
1631,0
1632,1
1633,0
1634,1
1635,0
1636,0
1637,1
1638,0
1639,0
1640,1
1641,1
1642,0
1643,1
1644,1
1645,0
1646,0
1647,1
1648,0
1649,1
1650,0
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,0
1658,0
1659,1
1660,1
1661,1
1662,0
1663,0
1664,0
1665,1
1666,0
1667,0
1668,0
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1678,0
1679,1
1680,1
1681,1
1682,0
1683,0
1684,0
1685,1
1686,1
1687,1
1688,1
1689,0
1690,1
1691,1
1692,0
1693,1
1694,0
1695,1
1696,1
1697,1
1698,1
1699,1
1700,0
1701,1
1702,1
1703,1
1704,1
1705,0
1706,1
1707,1
1708,1
1709,0
1710,0
1711,1
1712,1
1713,0
1714,1
1715,1
1716,0
1717,0
1718,0
1719,1
1720,1
1721,1
1722,1
1723,0
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,0
1733,1
1734,1
1735,1
1736,0
1737,0
1738,1
1739,0
1740,0
1741,0
1742,1
1743,0
1744,1
1745,1
1746,0
1747,1
1748,1
1749,1
1750,1
1751,0
1752,0
1753,0
1754,1
1755,1
1756,0
1757,1
1758,0
1759,1
1760,0
1761,1
1762,0
1763,0
1764,1
1765,1
1766,0
1767,0
1768,0
1769,0
1770,1
1771,1
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,1
1782,1
1783,0
1784,0
1785,1
1786,1
1787,1
1788,0
1789,1
1790,0
1791,0
1792,1
1793,1
1794,0
1795,1
1796,1
1797,0
1798,1
1799,0
1800,1
1801,1
1802,0
1803,0
1804,1
1805,1
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,1
1815,1
1816,1
1817,0
1818,0
1819,1
1820,0
1821,0
1822,1
1823,0
1824,0
1825,0
1826,1
1827,1
1828,0
1829,0
1830,1
1831,0
1832,0
1833,1
1834,1
1835,0
1836,1
1837,0
1838,0
1839,0
1840,0
1841,1
1842,0
1843,1
1844,0
1845,0
1846,0
1847,1
1848,0
1849,0
1850,1
1851,1
1852,1
1853,1
1854,0
1855,0
1856,1
1857,0
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,0
1865,0
1866,1
1867,0
1868,1
1869,0
1870,1
1871,1
1872,1
1873,1
1874,0
1875,1
1876,0
1877,0
1878,0
1879,1
1880,0
1881,0
1882,1
1883,1
1884,1
1885,1
1886,1
1887,0
1888,1
1889,1
1890,0
1891,1
1892,0
1893,0
1894,1
1895,1
1896,0
1897,0
1898,1
1899,1
1900,0
1901,1
1902,0
1903,1
1904,0
1905,0
1906,0
1907,0
1908,1
1909,1
1910,0
1911,0
1912,0
1913,1
1914,0
1915,0
1916,0
1917,0
1918,0
1919,1
1920,0
1921,1
1922,0
1923,0
1924,0
1925,1
1926,1
1927,1
1928,0
1929,1
1930,0
1931,0
1932,0
1933,1
1934,1
1935,1
1936,1
1937,0
1938,1
1939,0
1940,1
1941,1
1942,1
1943,0
1944,0
1945,0
1946,0
1947,0
1948,1
1949,1
1950,0
1951,1
1952,0
1953,1
1954,1
1955,0
1956,0
1957,1
1958,0
1959,0
1960,0
1961,1
1962,1
1963,1
1964,1
1965,0
1966,1
1967,0
1968,1
1969,1
1970,1
1971,0
1972,1
1973,1
1974,1
1975,1
1976,0
1977,0
1978,1
1979,1
1980,1
1981,0
1982,1
1983,1
1984,0
1985,1
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,1
1993,0
1994,1
1995,0
1996,0
1997,1
1998,1
1999,0
2000,0
2001,1
2002,0
2003,0
2004,0
2005,1
2006,1
2007,1
2008,0
2009,1
2010,0
2011,1
2012,0
2013,1
2014,1
2015,0
2016,0
2017,1
2018,0
2019,1
2020,0
2021,1
2022,1
2023,1
2024,1
2025,0
2026,0
2027,0
2028,1
2029,0
2030,1
2031,0
2032,0
2033,1
2034,1
2035,0
2036,0
2037,1
2038,1
2039,0
2040,1
2041,0
2042,1
2043,1
2044,0
2045,0
2046,0
2047,0
2048,1
2049,0
2050,0
2051,0
2052,1
2053,0
2054,0
2055,1
2056,0
2057,0
2058,1
2059,0
2060,0
2061,1
2062,1
2063,1
2064,0
2065,1
2066,0
2067,0
2068,0
2069,1
2070,0
2071,1
2072,1
2073,0
2074,0
2075,0
2076,0
2077,1
2078,0
2079,0
2080,0
2081,0
2082,1
2083,1
2084,1
2085,1
2086,1
2087,0
2088,1
2089,0
2090,0
2091,1
2092,1
2093,1
2094,0
2095,0
2096,1
2097,0
2098,0
2099,0
2100,1
2101,0
2102,1
2103,0
2104,1
2105,0
2106,1
2107,0
2108,0
2109,1
2110,0
2111,1
2112,1
2113,1
2114,1
2115,1
2116,1
2117,1
2118,0
2119,1
2120,1
2121,1
2122,1
2123,0
2124,0
2125,0
2126,0
2127,1
2128,1
2129,1
2130,1
2131,0
2132,0
2133,1
2134,0
2135,1
2136,0
2137,1
2138,0
2139,0
2140,0
2141,0
2142,0
2143,1
2144,1
2145,1
2146,0
2147,0
2148,1
2149,0
2150,0
2151,0
2152,0
2153,1
2154,0
2155,1
2156,1
2157,1
2158,0
2159,0
2160,1
2161,1
2162,0
2163,0
2164,1
2165,0
2166,0
2167,1
2168,0
2169,0
2170,1
2171,1
2172,0
2173,0
2174,0
2175,1
2176,1
2177,0
2178,0
2179,0
2180,1
2181,1
2182,0
2183,0
2184,0
2185,1
2186,1
2187,1
2188,0
2189,0
2190,1
2191,1
2192,0
2193,1
2194,0
2195,0
2196,0
2197,1
2198,1
2199,0
2200,1
2201,0
2202,1
2203,0
2204,1
2205,1
2206,1
2207,0
2208,1
2209,1
2210,1
2211,1
2212,0
2213,0
2214,0
2215,0
2216,1
2217,1
2218,0
2219,0
2220,1
2221,1
2222,0
2223,0
2224,1
2225,1
2226,1
2227,1
2228,0
2229,1
2230,1
2231,1
2232,0
2233,0
2234,1
2235,1
2236,1
2237,0
2238,1
2239,0
2240,0
2241,1
2242,1
2243,1
2244,1
2245,0
2246,1
2247,1
2248,1
2249,1
2250,0
2251,1
2252,0
2253,1
2254,1
2255,0
2256,0
2257,0
2258,1
2259,1
2260,0
2261,0
2262,0
2263,0
2264,1
2265,1
2266,1
2267,0
2268,0
2269,0
2270,0
2271,0
2272,0
2273,1
2274,1
2275,1
2276,0
2277,1
2278,1
2279,0
2280,0
2281,0
2282,0
2283,1
2284,1
2285,1
2286,0
2287,0
2288,1
2289,1
2290,1
2291,0
2292,1
2293,0
2294,1
2295,1
2296,0
2297,0
2298,0
2299,0
2300,1
2301,0
2302,1
2303,1
2304,1
2305,1
2306,1
2307,0
2308,0
2309,0
2310,1
2311,0
2312,1
2313,0
2314,0
2315,0
2316,1
2317,1
2318,1
2319,0
2320,0
2321,0
2322,1
2323,1
2324,1
2325,1
2326,0
2327,1
2328,0
2329,1
2330,0
2331,1
2332,0
2333,1
2334,1
2335,0
2336,0
2337,0
2338,1
2339,1
2340,1
2341,0
2342,0
2343,0
2344,1
2345,1
2346,0
2347,1
2348,1
2349,1
2350,1
2351,0
2352,1
2353,0
2354,1
2355,1
2356,0
2357,1
2358,1
2359,1
2360,1
2361,1
2362,0
2363,0
2364,1
2365,0
2366,1
2367,0
2368,1
2369,0
2370,0
2371,1
2372,0
2373,0
2374,0
2375,0
2376,1
2377,1
2378,0
2379,1
2380,1
2381,0
2382,1
2383,0
2384,1
2385,0
2386,0
2387,1
2388,0
2389,0
2390,0
2391,0
2392,1
2393,0
2394,1
2395,1
2396,0
2397,1
2398,0
2399,1
2400,0
2401,1
2402,1
2403,0
2404,1
2405,0
2406,0
2407,1
2408,1
2409,0
2410,1
2411,1
2412,1
2413,0
2414,1
2415,1
2416,0
2417,1
2418,0
2419,1
2420,0
2421,1
2422,0
2423,1
2424,0
2425,0
2426,0
2427,1
2428,0
2429,0
2430,0
2431,0
2432,1
2433,0
2434,0
2435,0
2436,0
2437,1
2438,1
2439,1
2440,1
2441,0
2442,1
2443,0
2444,1
2445,1
2446,1
2447,1
2448,1
2449,0
2450,1
2451,1
2452,1
2453,1
2454,0
2455,0
2456,0
2457,0
2458,1
2459,0
2460,0
2461,0
2462,1
2463,1
2464,0
2465,1
2466,0
2467,0
2468,1
2469,1
2470,1
2471,1
2472,0
2473,1
2474,0
2475,1
2476,0
2477,0
2478,0
2479,1
2480,1
2481,1
2482,1
2483,1
2484,1
2485,1
2486,0
2487,0
2488,0
2489,0
2490,1
2491,0
2492,1
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,1
2501,1
2502,1
2503,1
2504,0
2505,0
2506,0
2507,0
2508,0
2509,1
2510,0
2511,1
2512,1
2513,1
2514,1
2515,1
2516,1
2517,1
2518,1
2519,0
2520,1
2521,0
2522,1
2523,1
2524,0
2525,0
2526,1
2527,0
2528,0
2529,0
2530,0
2531,1
2532,0
2533,1
2534,1
2535,0
2536,0
2537,0
2538,0
2539,0
2540,1
2541,1
2542,1
2543,1
2544,0
2545,1
2546,0
2547,0
2548,0
2549,1
2550,0
2551,0
2552,1
2553,1
2554,1
2555,0
2556,0
2557,0
2558,0
2559,1
2560,0
2561,0
2562,1
2563,0
2564,0
2565,0
2566,1
2567,1
2568,0
2569,1
2570,1
2571,1
2572,0
2573,0
2574,1
2575,1
2576,0
2577,1
2578,0
2579,0
2580,0
2581,1
2582,1
2583,0
2584,1
2585,1
2586,0
2587,0
2588,0
2589,1
2590,0
2591,0
2592,1
2593,1
2594,0
2595,0
2596,0
2597,1
2598,1
2599,0
2600,1
2601,0
2602,0
2603,0
2604,1
2605,1
2606,0
2607,0
2608,0
2609,1
2610,1
2611,0
2612,0
2613,1
2614,0
2615,0
2616,1
2617,0
2618,0
2619,0
2620,1
2621,0
2622,0
2623,1
2624,0
2625,1
2626,0
2627,1
2628,1
2629,0
2630,0
2631,1
2632,0
2633,0
2634,0
2635,1
2636,1
2637,1
2638,0
2639,0
2640,0
2641,0
2642,1
2643,0
2644,0
2645,0
2646,0
2647,0
2648,0
2649,0
2650,1
2651,0
2652,1
2653,1
2654,0
2655,0
2656,0
2657,1
2658,0
2659,0
2660,0
2661,0
2662,1
2663,0
2664,1
2665,0
2666,0
2667,0
2668,1
2669,0
2670,1
2671,1
2672,0
2673,1
2674,0
2675,1
2676,0
2677,1
2678,1
2679,1
2680,1
2681,1
2682,1
2683,1
2684,0
2685,1
2686,0
2687,1
2688,1
2689,0
2690,1
2691,0
2692,1
2693,1
2694,1
2695,1
2696,0
2697,1
2698,1
2699,1
2700,0
2701,1
2702,0
2703,0
2704,1
2705,1
2706,0
2707,1
2708,0
2709,0
2710,0
2711,1
2712,0
2713,1
2714,0
2715,1
2716,1
2717,1
2718,0
2719,1
2720,1
2721,0
2722,0
2723,0
2724,0
2725,1
2726,0
2727,1
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,0
2737,1
2738,0
2739,0
2740,1
2741,0
2742,1
2743,0
2744,1
2745,1
2746,0
2747,0
2748,0
2749,1
2750,0
2751,0
2752,1
2753,1
2754,0
2755,0
2756,1
2757,0
2758,1
2759,1
2760,1
2761,0
2762,0
2763,1
2764,0
2765,1
2766,1
2767,0
2768,1
2769,0
2770,1
2771,0
2772,1
2773,0
2774,1
2775,0
2776,1
2777,1
2778,0
2779,1
2780,1
2781,0
2782,0
2783,1
2784,0
2785,1
2786,1
2787,0
2788,0
2789,0
2790,1
2791,0
2792,1
2793,0
2794,0
2795,0
2796,1
2797,0
2798,1
2799,0
2800,1
2801,1
2802,1
2803,1
2804,1
2805,0
2806,0
2807,0
2808,1
2809,0
2810,1
2811,0
2812,0
2813,0
2814,0
2815,0
2816,1
2817,1
2818,1
2819,1
2820,0
2821,1
2822,1
2823,1
2824,1
2825,1
2826,0
2827,1
2828,1
2829,0
2830,0
2831,0
2832,1
2833,0
2834,1
2835,1
2836,1
2837,1
2838,1
2839,0
2840,1
2841,1
2842,0
2843,0
2844,1
2845,1
2846,1
2847,1
2848,0
2849,0
2850,1
2851,0
2852,0
2853,1
2854,0
2855,0
2856,0
2857,1
2858,0
2859,0
2860,0
2861,1
2862,0
2863,1
2864,0
2865,0
2866,1
2867,0
2868,0
2869,0
2870,1
2871,0
2872,1
2873,1
2874,1
2875,1
2876,1
2877,0
2878,1
2879,1
2880,1
2881,0
2882,0
2883,0
2884,0
2885,1
2886,1
2887,0
2888,0
2889,1
2890,0
2891,1
2892,0
2893,1
2894,1
2895,1
2896,0
2897,0
2898,0
2899,0
2900,1
2901,0
2902,1
2903,1
2904,0
2905,0
2906,0
2907,0
2908,0
2909,1
2910,1
2911,0
2912,1
2913,1
2914,0
2915,0
2916,1
2917,0
2918,0
2919,0
2920,1
2921,0
2922,0
2923,0
2924,1
2925,0
2926,1
2927,0
2928,0
2929,1
2930,1
2931,0
2932,1
2933,0
2934,1
2935,1
2936,1
2937,0
2938,0
2939,0
2940,0
2941,1
2942,1
2943,0
2944,1
2945,0
2946,0
2947,1
2948,1
2949,0
2950,1
2951,1
2952,0
2953,1
2954,0
2955,0
2956,0
2957,1
2958,1
2959,1
2960,1
2961,0
2962,0
2963,1
2964,1
2965,0
2966,0
2967,0
2968,0
2969,1
2970,0
2971,0
2972,1
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,1
2980,1
2981,0
2982,0
2983,0
2984,0
2985,1
2986,0
2987,0
2988,0
2989,0
2990,0
2991,1
2992,0
2993,1
2994,1
2995,0
2996,0
2997,1
